Timestamp,Sensor_ID,productid,productname,temperature,humidity,Status,category
2025-01-15 07:48:31,SENSOR-401,PR-025,Hair Mask 25,22.85,79.69,Alerte Humidité,Haircare
2025-02-02 09:15:31,SENSOR-207,PR-026,Hair Serum 26,25.25,62.04,Normal,Haircare
2025-01-21 15:02:31,SENSOR-518,PR-027,Foundation 27,24.44,53.45,Alerte Température,Makeup
2025-01-31 19:18:31,SENSOR-361,PR-028,Sunscreen 28,23.62,44.48,Alerte Humidité,Skincare
2025-02-08 16:15:31,SENSOR-869,PR-029,Hair Oil 29,20.13,63.56,Alerte Température,Haircare
2025-01-29 02:30:31,SENSOR-940,PR-030,Shampoo 30,23.17,57.91,Normal,Haircare
2025-02-02 00:30:31,SENSOR-798,PR-031,Eyeliner 31,23.86,51.14,Normal,Makeup
2025-01-15 01:56:31,SENSOR-754,PR-032,Hair Serum 32,22.97,75.85,Alerte Humidité,Haircare
2025-01-22 08:51:31,SENSOR-412,PR-033,Mascara 33,20.6,33.51,Alerte Humidité,Makeup
2025-01-12 14:53:31,SENSOR-655,PR-034,Hair Serum 34,21.21,56.72,Alerte Température,Haircare
2025-02-07 21:50:31,SENSOR-941,PR-035,Eau de Parfum 35,20.55,35.06,Normal,Fragrance
2025-01-21 06:56:31,SENSOR-820,PR-036,Face Serum 36,22.93,43.04,Alerte Humidité,Skincare
2025-01-27 04:23:31,SENSOR-707,PR-037,Eyeliner 37,17.55,50.06,Normal,Makeup
2025-01-19 15:29:31,SENSOR-154,PR-038,Hand Cream 38,24.9,44.99,Alerte Humidité,Bodycare
2025-01-31 18:08:31,SENSOR-315,PR-039,Body Wash 39,21.35,40.93,Alerte Humidité,Bodycare
2025-01-28 08:54:31,SENSOR-470,PR-040,Body Lotion 40,24.63,54.38,Normal,Bodycare
2025-01-19 16:25:31,SENSOR-846,PR-041,Foot Cream 41,21.46,66.49,Alerte Humidité,Bodycare
2025-01-22 02:12:31,SENSOR-331,PR-042,Body Scrub 42,20.44,54.12,Normal,Bodycare
2025-02-11 05:04:31,SENSOR-832,PR-043,Body Wash 43,20.67,46.32,Normal,Bodycare
2025-02-11 06:07:31,SENSOR-356,PR-044,Foundation 44,23.65,31.02,Alerte Humidité,Makeup
2025-01-11 23:29:31,SENSOR-709,PR-045,Eau de Toilette 45,21.77,34.86,Alerte Température & Humidité,Fragrance
2025-02-02 01:17:31,SENSOR-357,PR-046,Face Serum 46,24.6,57.58,Normal,Skincare
2025-02-01 11:20:31,SENSOR-964,PR-047,Face Serum 47,25.46,61.41,Alerte Température,Skincare
2025-01-28 01:34:31,SENSOR-914,PR-048,Blush 48,20.25,53.88,Normal,Makeup
2025-02-03 12:31:31,SENSOR-429,PR-049,Hair Oil 49,25.72,61.13,Normal,Haircare
2025-01-18 07:49:31,SENSOR-947,PR-050,Mascara 50,23.59,43.39,Normal,Makeup
2025-02-07 17:18:31,SENSOR-539,PR-051,Night Cream 51,24.92,62.35,Normal,Skincare
2025-01-18 17:51:31,SENSOR-808,PR-052,Lipstick 52,19.9,53.52,Normal,Makeup
2025-01-24 09:58:31,SENSOR-306,PR-053,Blush 53,16.13,45.06,Normal,Makeup
2025-02-09 00:03:31,SENSOR-953,PR-054,Eyeliner 54,24.59,55.03,Alerte Température & Humidité,Makeup
2025-02-04 17:21:31,SENSOR-620,PR-055,Hair Mask 55,20.72,67.25,Alerte Température,Haircare
2025-01-29 23:33:31,SENSOR-602,PR-056,Face Serum 56,25.93,64.85,Alerte Température,Skincare
2025-01-24 05:57:31,SENSOR-229,PR-057,Body Lotion 57,21.85,61.46,Normal,Bodycare
2025-02-01 11:01:31,SENSOR-330,PR-058,Conditioner 58,21.86,64.52,Alerte Température,Haircare
2025-02-04 22:38:31,SENSOR-429,PR-059,Foundation 59,15.25,55.98,Alerte Température & Humidité,Makeup
2025-02-05 19:48:31,SENSOR-772,PR-060,Sunscreen 60,24.03,43.63,Alerte Humidité,Skincare
2025-01-31 16:57:31,SENSOR-246,PR-061,Blush 61,23.49,53.14,Normal,Makeup
2025-02-11 07:58:31,SENSOR-301,PR-062,Night Cream 62,19.35,66.53,Alerte Humidité,Skincare
2025-02-10 07:08:31,SENSOR-892,PR-063,Foot Cream 63,19.54,60.61,Normal,Bodycare
2025-01-20 23:40:31,SENSOR-748,PR-064,Eyeliner 64,18.27,41.32,Normal,Makeup
2025-01-11 20:58:31,SENSOR-506,PR-065,Moisturizer 65,22.27,47.8,Normal,Skincare
2025-01-25 21:19:31,SENSOR-331,PR-066,Face Serum 66,22.47,49.24,Normal,Skincare
2025-02-02 23:22:31,SENSOR-227,PR-067,Body Scrub 67,18.57,48.03,Alerte Température,Bodycare
2025-01-30 09:13:31,SENSOR-964,PR-068,Hand Cream 68,21.4,60.01,Normal,Bodycare
2025-02-05 11:43:31,SENSOR-580,PR-069,Eau de Parfum 69,21.15,32.56,Alerte Température & Humidité,Fragrance
2025-01-15 06:21:31,SENSOR-208,PR-070,Hair Mask 70,21.25,69.57,Alerte Température,Haircare
2025-01-16 04:52:31,SENSOR-293,PR-071,Body Scrub 71,21.98,66.02,Alerte Humidité,Bodycare
2025-02-05 18:22:31,SENSOR-700,PR-072,Body Mist 72,18.82,48.82,Alerte Température & Humidité,Fragrance
2025-01-27 00:41:31,SENSOR-357,PR-073,Moisturizer 73,18.15,40.97,Alerte Température & Humidité,Skincare
2025-02-10 12:05:31,SENSOR-418,PR-074,Sunscreen 74,25.61,49.03,Alerte Température,Skincare
2025-01-26 22:22:31,SENSOR-592,PR-075,Foot Cream 75,23.68,40.62,Alerte Humidité,Bodycare
2025-01-15 00:07:31,SENSOR-206,PR-076,Eau de Parfum 76,19.45,31.87,Alerte Humidité,Fragrance
2025-02-09 11:41:31,SENSOR-812,PR-077,Hair Serum 77,24.31,72.54,Normal,Haircare
2025-01-23 21:20:31,SENSOR-986,PR-078,Blush 78,21.73,33.93,Alerte Humidité,Makeup
2025-01-28 23:47:31,SENSOR-851,PR-079,Body Wash 79,20.91,67.34,Alerte Humidité,Bodycare
2025-01-22 15:03:31,SENSOR-926,PR-080,Blush 80,15.55,46.1,Alerte Température,Makeup
2025-01-23 09:14:31,SENSOR-770,PR-081,Blush 81,22.38,42.7,Normal,Makeup
2025-02-01 02:11:31,SENSOR-734,PR-082,Deodorant 82,19.3,41.63,Normal,Fragrance
2025-02-09 08:41:31,SENSOR-518,PR-083,Shampoo 83,25.62,61.01,Normal,Haircare
2025-02-07 12:03:31,SENSOR-757,PR-084,Hair Oil 84,23.68,57.91,Normal,Haircare
2025-01-17 10:21:31,SENSOR-177,PR-085,Body Mist 85,20.38,31.69,Alerte Humidité,Fragrance
2025-01-26 18:16:31,SENSOR-785,PR-086,Moisturizer 86,24.47,69.43,Alerte Humidité,Skincare
2025-01-28 06:16:31,SENSOR-827,PR-087,Mascara 87,15.62,42.9,Alerte Température,Makeup
2025-01-30 12:39:31,SENSOR-628,PR-088,Eau de Parfum 88,19.33,39.98,Normal,Fragrance
2025-02-05 05:12:31,SENSOR-497,PR-089,Face Wash 89,23.78,42.02,Alerte Humidité,Skincare
2025-01-19 11:47:31,SENSOR-280,PR-090,Body Wash 90,25.43,56.61,Alerte Température,Bodycare
2025-01-22 13:09:31,SENSOR-662,PR-091,Hair Serum 91,23.49,64.2,Normal,Haircare
2025-01-27 18:49:31,SENSOR-202,PR-092,Perfume Oil 92,19.16,43.6,Normal,Fragrance
2025-01-30 08:29:31,SENSOR-503,PR-093,Conditioner 93,23.66,74.91,Normal,Haircare
2025-02-06 15:31:31,SENSOR-639,PR-094,Foot Cream 94,22.24,47.47,Normal,Bodycare
2025-01-16 00:11:31,SENSOR-707,PR-095,Hair Mask 95,23.81,61.1,Normal,Haircare
2025-01-16 16:42:31,SENSOR-637,PR-096,Conditioner 96,25.97,50.71,Alerte Humidité,Haircare
2025-02-06 14:00:31,SENSOR-173,PR-097,Night Cream 97,20.98,40.19,Alerte Humidité,Skincare
2025-01-12 08:45:31,SENSOR-163,PR-098,Hair Oil 98,24.54,56.72,Normal,Haircare
2025-02-03 15:56:31,SENSOR-546,PR-099,Hair Mask 99,21.29,50.37,Alerte Température & Humidité,Haircare
2025-01-29 16:02:31,SENSOR-663,PR-100,Face Serum 100,19.95,60.4,Normal,Skincare
2025-01-28 21:15:31,SENSOR-116,PR-101,Conditioner 101,22.11,68.76,Normal,Haircare
2025-02-03 17:03:31,SENSOR-715,PR-102,Conditioner 102,27.44,53.94,Alerte Température & Humidité,Haircare
2025-01-12 14:46:31,SENSOR-515,PR-103,Body Lotion 103,22.99,46.49,Normal,Bodycare
2025-01-14 15:00:31,SENSOR-582,PR-104,Mascara 104,19.18,42.48,Normal,Makeup
2025-01-25 18:15:31,SENSOR-348,PR-105,Sunscreen 105,18.83,51.26,Alerte Température,Skincare
2025-02-07 10:29:31,SENSOR-235,PR-106,Body Lotion 106,22.98,43.68,Alerte Humidité,Bodycare
2025-01-17 11:11:31,SENSOR-170,PR-107,Hair Oil 107,24.34,59.37,Normal,Haircare
2025-02-06 20:03:31,SENSOR-813,PR-108,Eyeliner 108,21.05,40.96,Normal,Makeup
2025-02-11 01:36:31,SENSOR-444,PR-109,Hand Cream 109,18.26,62.86,Alerte Température,Bodycare
2025-01-30 03:56:31,SENSOR-239,PR-110,Blush 110,20.04,52.88,Normal,Makeup
2025-01-16 22:47:31,SENSOR-517,PR-111,Body Scrub 111,22.02,60.32,Normal,Bodycare
2025-02-11 06:49:31,SENSOR-181,PR-112,Moisturizer 112,19.14,46.39,Normal,Skincare
2025-02-11 03:50:31,SENSOR-353,PR-113,Lipstick 113,21.02,57.42,Alerte Humidité,Makeup
2025-01-29 12:36:31,SENSOR-520,PR-114,Conditioner 114,26.63,58.54,Normal,Haircare
2025-02-02 09:35:31,SENSOR-141,PR-115,Eau de Parfum 115,20.15,38.1,Normal,Fragrance
2025-02-11 06:26:31,SENSOR-563,PR-116,Moisturizer 116,24.08,61.88,Normal,Skincare
2025-01-21 12:50:31,SENSOR-297,PR-117,Hair Oil 117,23.35,67.45,Normal,Haircare
2025-01-23 10:40:31,SENSOR-348,PR-118,Shampoo 118,25.35,56.92,Normal,Haircare
2025-01-18 17:56:31,SENSOR-432,PR-119,Perfume Oil 119,20.52,47.5,Alerte Humidité,Fragrance
2025-01-14 02:01:31,SENSOR-389,PR-120,Lipstick 120,16.55,51.01,Normal,Makeup
2025-02-01 09:23:31,SENSOR-607,PR-121,Hair Serum 121,26.07,74.91,Normal,Haircare
2025-02-09 09:48:31,SENSOR-221,PR-122,Body Scrub 122,19.02,51.58,Normal,Bodycare
2025-01-23 03:43:31,SENSOR-667,PR-123,Face Serum 123,19.49,51.39,Normal,Skincare
2025-02-11 17:08:31,SENSOR-778,PR-124,Hair Mask 124,21.65,70.48,Alerte Température,Haircare
2025-02-11 07:16:31,SENSOR-185,PR-125,Deodorant 125,21.2,47.47,Alerte Température & Humidité,Fragrance
2025-01-29 15:08:31,SENSOR-478,PR-126,Face Serum 126,20.27,69.94,Alerte Humidité,Skincare
2025-01-22 18:37:31,SENSOR-200,PR-127,Hair Serum 127,25.59,56.8,Normal,Haircare
2025-01-25 07:47:31,SENSOR-904,PR-128,Night Cream 128,21.48,62.01,Normal,Skincare
2025-02-09 08:10:31,SENSOR-539,PR-129,Hair Serum 129,25.47,77.25,Alerte Humidité,Haircare
2025-01-14 18:09:31,SENSOR-662,PR-130,Shampoo 130,25.18,73.33,Normal,Haircare
2025-01-29 03:18:31,SENSOR-479,PR-131,Eau de Toilette 131,19.58,37.34,Normal,Fragrance
2025-02-03 09:44:31,SENSOR-882,PR-132,Eau de Toilette 132,21.66,31.78,Alerte Température & Humidité,Fragrance
2025-01-16 16:16:31,SENSOR-460,PR-133,Foot Cream 133,25.48,66.13,Alerte Température & Humidité,Bodycare
2025-01-23 17:46:31,SENSOR-307,PR-134,Perfume Oil 134,19.12,37.55,Normal,Fragrance
2025-02-06 23:31:31,SENSOR-334,PR-135,Hand Cream 135,23.61,65.39,Alerte Humidité,Bodycare
2025-01-21 19:42:31,SENSOR-611,PR-136,Moisturizer 136,19.28,64.43,Normal,Skincare
2025-01-14 06:01:31,SENSOR-777,PR-137,Body Scrub 137,25.37,67.85,Alerte Température & Humidité,Bodycare
2025-01-13 06:20:31,SENSOR-687,PR-138,Hair Mask 138,27.95,73.68,Alerte Température,Haircare
2025-01-18 15:44:31,SENSOR-674,PR-139,Deodorant 139,21.54,31.65,Alerte Température & Humidité,Fragrance
2025-01-15 00:42:31,SENSOR-823,PR-140,Hair Mask 140,25.82,62.92,Normal,Haircare
2025-01-31 02:56:31,SENSOR-367,PR-141,Lipstick 141,20.49,36.79,Normal,Makeup
2025-01-24 04:29:31,SENSOR-573,PR-142,Face Wash 142,21.7,54.36,Normal,Skincare
2025-01-13 19:05:31,SENSOR-411,PR-143,Face Serum 143,25.0,43.04,Alerte Humidité,Skincare
2025-01-12 07:16:31,SENSOR-140,PR-144,Face Wash 144,19.11,57.91,Normal,Skincare
2025-01-27 23:31:31,SENSOR-838,PR-145,Deodorant 145,19.08,33.29,Alerte Humidité,Fragrance
2025-02-10 13:40:31,SENSOR-162,PR-146,Eau de Toilette 146,18.7,45.54,Alerte Température & Humidité,Fragrance
2025-02-11 11:25:31,SENSOR-212,PR-147,Hand Cream 147,25.66,44.86,Alerte Température & Humidité,Bodycare
2025-01-13 14:37:31,SENSOR-178,PR-148,Mascara 148,24.34,59.96,Alerte Température & Humidité,Makeup
2025-01-22 13:15:31,SENSOR-563,PR-149,Foundation 149,18.42,30.07,Alerte Humidité,Makeup
2025-01-16 04:58:31,SENSOR-969,PR-150,Hand Cream 150,20.76,44.47,Alerte Humidité,Bodycare
2025-01-16 10:06:31,SENSOR-172,PR-151,Night Cream 151,18.57,57.65,Alerte Température,Skincare
2025-02-03 14:17:31,SENSOR-242,PR-152,Body Wash 152,25.3,44.74,Alerte Température & Humidité,Bodycare
2025-01-17 09:23:31,SENSOR-169,PR-153,Body Scrub 153,20.49,64.01,Normal,Bodycare
2025-01-22 06:52:31,SENSOR-584,PR-154,Lipstick 154,20.31,33.27,Alerte Humidité,Makeup
2025-01-29 19:59:31,SENSOR-442,PR-155,Shampoo 155,27.71,56.07,Alerte Température,Haircare
2025-02-01 13:27:31,SENSOR-240,PR-156,Eau de Parfum 156,21.85,41.67,Alerte Température,Fragrance
2025-01-16 07:48:31,SENSOR-362,PR-157,Face Serum 157,19.03,42.13,Alerte Humidité,Skincare
2025-01-20 11:43:31,SENSOR-833,PR-158,Hand Cream 158,19.67,58.3,Normal,Bodycare
2025-01-25 23:18:31,SENSOR-866,PR-159,Face Serum 159,21.66,47.24,Normal,Skincare
2025-01-17 19:08:31,SENSOR-431,PR-160,Body Wash 160,23.06,55.98,Normal,Bodycare
2025-02-03 15:31:31,SENSOR-312,PR-161,Mascara 161,16.37,53.55,Normal,Makeup
2025-01-25 12:19:31,SENSOR-284,PR-162,Body Scrub 162,19.47,41.47,Alerte Humidité,Bodycare
2025-01-12 12:00:31,SENSOR-169,PR-163,Blush 163,22.76,57.31,Alerte Humidité,Makeup
2025-01-18 05:17:31,SENSOR-363,PR-164,Hair Oil 164,24.57,70.6,Normal,Haircare
2025-01-18 23:47:31,SENSOR-721,PR-165,Foundation 165,22.66,42.48,Normal,Makeup
2025-01-27 17:37:31,SENSOR-892,PR-166,Face Serum 166,22.43,41.12,Alerte Humidité,Skincare
2025-01-19 20:39:31,SENSOR-715,PR-167,Foot Cream 167,19.55,54.76,Normal,Bodycare
2025-02-08 06:45:31,SENSOR-616,PR-168,Body Scrub 168,20.66,62.51,Normal,Bodycare
2025-02-04 21:51:31,SENSOR-311,PR-169,Body Scrub 169,21.65,63.67,Normal,Bodycare
2025-01-30 06:06:31,SENSOR-168,PR-170,Hand Cream 170,25.05,52.59,Alerte Température,Bodycare
2025-02-02 06:15:31,SENSOR-969,PR-171,Foundation 171,17.65,37.69,Normal,Makeup
2025-01-30 10:59:31,SENSOR-916,PR-172,Body Scrub 172,22.13,50.59,Normal,Bodycare
2025-01-25 19:54:31,SENSOR-923,PR-173,Sunscreen 173,20.96,62.82,Normal,Skincare
2025-01-26 04:07:31,SENSOR-692,PR-174,Foot Cream 174,20.02,61.82,Normal,Bodycare
2025-01-12 11:27:31,SENSOR-101,PR-175,Perfume Oil 175,18.14,34.84,Alerte Température & Humidité,Fragrance
2025-02-01 06:29:31,SENSOR-610,PR-176,Body Scrub 176,23.41,43.82,Alerte Humidité,Bodycare
2025-02-02 06:32:31,SENSOR-333,PR-177,Deodorant 177,19.91,46.37,Alerte Humidité,Fragrance
2025-01-25 16:59:31,SENSOR-889,PR-178,Face Wash 178,19.85,51.01,Normal,Skincare
2025-01-23 21:17:31,SENSOR-101,PR-179,Sunscreen 179,21.38,53.68,Normal,Skincare
2025-01-31 03:54:31,SENSOR-396,PR-180,Shampoo 180,21.63,57.36,Alerte Température,Haircare
2025-01-22 18:32:31,SENSOR-578,PR-181,Hand Cream 181,18.29,62.13,Alerte Température,Bodycare
2025-02-08 00:22:31,SENSOR-649,PR-182,Eau de Toilette 182,19.24,32.65,Alerte Humidité,Fragrance
2025-01-23 10:00:31,SENSOR-896,PR-183,Face Serum 183,23.84,44.01,Alerte Humidité,Skincare
2025-01-31 18:56:31,SENSOR-281,PR-184,Night Cream 184,19.52,52.86,Normal,Skincare
2025-01-31 00:21:31,SENSOR-622,PR-185,Hand Cream 185,23.24,49.55,Normal,Bodycare
2025-02-02 11:45:31,SENSOR-760,PR-186,Face Wash 186,24.9,62.22,Normal,Skincare
2025-01-23 16:33:31,SENSOR-869,PR-187,Body Wash 187,21.17,65.92,Alerte Humidité,Bodycare
2025-02-07 06:56:31,SENSOR-614,PR-188,Face Serum 188,21.46,55.62,Normal,Skincare
2025-01-17 04:47:31,SENSOR-348,PR-189,Body Lotion 189,25.03,45.27,Alerte Température,Bodycare
2025-01-14 07:27:31,SENSOR-541,PR-190,Perfume Oil 190,21.68,43.76,Alerte Température,Fragrance
2025-01-20 20:37:31,SENSOR-578,PR-191,Body Scrub 191,23.62,65.83,Alerte Humidité,Bodycare
2025-01-28 15:27:31,SENSOR-809,PR-192,Moisturizer 192,23.63,53.84,Normal,Skincare
2025-01-20 20:26:31,SENSOR-394,PR-193,Eau de Toilette 193,20.79,47.7,Alerte Humidité,Fragrance
2025-01-29 07:19:31,SENSOR-710,PR-194,Mascara 194,16.68,40.17,Normal,Makeup
2025-02-08 17:40:31,SENSOR-938,PR-195,Deodorant 195,19.34,39.02,Normal,Fragrance
2025-01-13 16:09:31,SENSOR-141,PR-196,Eau de Parfum 196,19.68,43.75,Normal,Fragrance
2025-01-25 19:13:31,SENSOR-655,PR-197,Mascara 197,22.03,56.41,Alerte Humidité,Makeup
2025-01-12 05:38:31,SENSOR-458,PR-198,Hair Serum 198,25.95,59.7,Normal,Haircare
2025-01-30 13:45:31,SENSOR-352,PR-199,Eau de Parfum 199,21.21,48.4,Alerte Température & Humidité,Fragrance
2025-02-05 08:51:31,SENSOR-296,PR-200,Eyeliner 200,23.73,58.97,Alerte Humidité,Makeup
2025-01-24 00:49:31,SENSOR-569,PR-201,Face Serum 201,23.86,55.13,Normal,Skincare
2025-02-01 18:18:31,SENSOR-261,PR-203,Lipstick 202,20.2,46.33,Normal,Makeup
2025-01-14 02:31:31,SENSOR-409,PR-205,Foundation 203,19.08,33.92,Alerte Humidité,Makeup
2025-01-16 23:20:31,SENSOR-624,PR-207,Perfume Oil 204,19.44,41.68,Normal,Fragrance
2025-01-20 14:43:31,SENSOR-286,PR-209,Night Cream 205,23.83,52.58,Normal,Skincare
2025-01-16 04:26:31,SENSOR-446,PR-211,Body Lotion 206,19.95,57.77,Normal,Bodycare
2025-02-06 20:06:31,SENSOR-943,PR-213,Night Cream 207,24.66,57.87,Normal,Skincare
2025-01-23 00:12:31,SENSOR-696,PR-215,Foot Cream 208,23.06,48.95,Normal,Bodycare
2025-01-14 06:22:31,SENSOR-472,PR-217,Moisturizer 209,22.57,63.68,Normal,Skincare
2025-02-01 16:20:31,SENSOR-649,PR-219,Body Mist 210,20.94,32.36,Alerte Humidité,Fragrance
2025-01-18 23:13:31,SENSOR-953,PR-221,Hair Serum 211,20.18,52.38,Alerte Température & Humidité,Haircare
2025-02-05 06:28:31,SENSOR-817,PR-223,Foundation 212,16.62,49.86,Normal,Makeup
2025-02-11 13:00:31,SENSOR-559,PR-225,Hair Serum 213,20.18,66.3,Alerte Température,Haircare
2025-01-19 02:53:31,SENSOR-445,PR-227,Foundation 214,16.12,51.21,Normal,Makeup
2025-01-14 19:08:31,SENSOR-386,PR-229,Sunscreen 215,24.25,69.44,Alerte Humidité,Skincare
2025-01-13 00:14:31,SENSOR-298,PR-231,Body Mist 216,19.92,48.0,Alerte Humidité,Fragrance
2025-01-18 05:42:31,SENSOR-875,PR-233,Body Lotion 217,19.93,58.92,Normal,Bodycare
2025-02-11 10:03:31,SENSOR-311,PR-235,Body Mist 218,18.37,40.04,Alerte Température,Fragrance
2025-01-19 08:48:31,SENSOR-808,PR-237,Conditioner 219,26.71,67.73,Normal,Haircare
2025-01-13 17:04:31,SENSOR-735,PR-239,Body Mist 220,21.61,38.35,Alerte Température,Fragrance
2025-02-04 16:30:31,SENSOR-213,PR-241,Face Wash 221,21.95,64.63,Normal,Skincare
2025-01-26 22:38:31,SENSOR-812,PR-243,Deodorant 222,19.89,47.9,Alerte Humidité,Fragrance
2025-01-12 03:42:31,SENSOR-309,PR-245,Body Lotion 223,21.56,44.26,Alerte Humidité,Bodycare
2025-02-09 18:05:31,SENSOR-512,PR-247,Sunscreen 224,24.35,57.22,Normal,Skincare
2025-01-13 05:35:31,SENSOR-296,PR-249,Face Serum 225,20.26,61.64,Normal,Skincare
2025-02-05 08:55:31,SENSOR-627,PR-251,Body Scrub 226,19.91,55.01,Normal,Bodycare
2025-02-08 21:28:31,SENSOR-753,PR-253,Body Lotion 227,21.46,59.67,Normal,Bodycare
2025-02-05 07:21:31,SENSOR-460,PR-255,Conditioner 228,20.94,58.56,Alerte Température,Haircare
2025-02-06 20:42:31,SENSOR-479,PR-257,Hair Mask 229,26.78,65.67,Normal,Haircare
2025-02-05 10:52:31,SENSOR-923,PR-259,Perfume Oil 230,21.12,37.88,Alerte Température,Fragrance
2025-01-18 12:21:31,SENSOR-696,PR-261,Body Lotion 231,25.84,47.49,Alerte Température,Bodycare
2025-02-02 05:32:31,SENSOR-911,PR-263,Foundation 232,24.66,32.52,Alerte Température & Humidité,Makeup
2025-02-09 20:04:31,SENSOR-261,PR-265,Hair Serum 233,25.04,58.53,Normal,Haircare
2025-01-28 07:05:31,SENSOR-714,PR-267,Perfume Oil 234,21.95,42.17,Alerte Température,Fragrance
2025-01-14 22:40:31,SENSOR-745,PR-269,Eyeliner 235,18.18,40.05,Normal,Makeup
2025-01-15 18:42:31,SENSOR-758,PR-271,Hair Serum 236,21.99,79.58,Alerte Température & Humidité,Haircare
2025-02-07 08:25:31,SENSOR-199,PR-273,Eau de Parfum 237,18.71,36.42,Alerte Température,Fragrance
2025-01-28 12:30:31,SENSOR-825,PR-275,Hand Cream 238,25.77,56.6,Alerte Température,Bodycare
2025-02-04 15:53:31,SENSOR-192,PR-277,Moisturizer 239,20.64,64.78,Normal,Skincare
2025-01-27 17:05:31,SENSOR-738,PR-279,Hair Serum 240,20.49,74.75,Alerte Température,Haircare
2025-02-05 02:24:31,SENSOR-133,PR-281,Moisturizer 241,21.0,66.13,Alerte Humidité,Skincare
2025-02-01 22:48:31,SENSOR-760,PR-283,Eau de Parfum 242,20.13,31.27,Alerte Humidité,Fragrance
2025-02-04 12:28:31,SENSOR-199,PR-285,Moisturizer 243,24.97,59.85,Normal,Skincare
2025-02-01 01:40:31,SENSOR-375,PR-287,Deodorant 244,21.84,39.01,Alerte Température,Fragrance
2025-01-23 16:26:31,SENSOR-591,PR-289,Eau de Toilette 245,21.86,50.0,Alerte Température & Humidité,Fragrance
2025-02-06 09:07:31,SENSOR-770,PR-291,Face Serum 246,20.08,41.77,Alerte Humidité,Skincare
2025-01-18 00:17:31,SENSOR-301,PR-293,Body Scrub 247,21.46,60.39,Normal,Bodycare
2025-02-09 18:53:31,SENSOR-768,PR-295,Shampoo 248,22.33,73.15,Normal,Haircare
2025-02-08 04:49:31,SENSOR-903,PR-297,Hand Cream 249,21.55,44.12,Alerte Humidité,Bodycare
2025-02-04 08:48:31,SENSOR-400,PR-299,Eau de Toilette 250,18.39,33.46,Alerte Température & Humidité,Fragrance
2025-02-01 16:27:31,SENSOR-155,PR-301,Conditioner 251,26.67,78.48,Alerte Humidité,Haircare
2025-01-16 06:32:31,SENSOR-463,PR-303,Body Scrub 252,21.19,62.86,Normal,Bodycare
2025-02-04 18:40:31,SENSOR-655,PR-305,Lipstick 253,17.06,36.61,Normal,Makeup
2025-01-18 12:29:31,SENSOR-702,PR-307,Mascara 254,15.88,53.67,Alerte Température,Makeup
2025-02-08 22:40:31,SENSOR-696,PR-309,Perfume Oil 255,18.15,34.81,Alerte Température & Humidité,Fragrance
